There is a comment in this first cell -- hover your mouse over it.,,,,,,,# OF BLANK HEXES:,232,,,
"PLEASE DO NOT SORT THIS SPREADSHEET - IT SHOULD REMAIN SORTED BY HEX #, STARTING WITH HEX 0101 AND ENDING WITH HEX 2023",,,,,,,,,,,
x,y,,HEX #,Terrain,Feature,,Author,Description,Social Media Link of Choice,Encounter?,Themes
12,12,,1212,Mountains,HULDRA CASTLE,,Gus L.,"A bastion of reason, good lordship and tolerance, [[Huldra Castle]] was once a forbidding fortress devoted to demon gods, and while there's only so much whitewash and bunting can do about monumental skulls as a decor choice, the current Lord Huldra is a welcoming fellow, who wishes only to extend free trade, scientific argronomy and basic rights for all sentitients.  He's allied with many of the goblin tribes, and some of the more open towns, but has a distrustful relationship with [[Drogat Castle]]'s tyrannical Steward and [[Aeravir Castle]]'s dreamy chauvinism and casual appraoch to slavery.  [[Huldra Castle]] sponsors many scientific and survey expeditions and is always looking for scouts and adventurers to hire on - though it does require extensive, magically augmented questioning to weed out the evil, corrupted and those lacking a proper respect for the common wheal from its agents.",http://dungeonofsigns.blogspot.com/,,Huldra Castle
12,13,,1213,Open Countryside,,,,,,,
12,14,,1214,Mountains,,,,,,,
12,15,,1215,Hills / Badlands,,,,,,,
12,16,,1216,Open Countryside,,,,,,,
12,17,,1217,Open Countryside,,,,,,,
12,18,,1218,Forest,,,,,,,
12,19,,1219,Forest,,,,,,,
12,20,,1220,Forest,,,,,,,
12,21,,1221,Open Countryside,,,Matthew Schmeer,"A platoon of 47 mercenary Flying Monkeys have set up camp. They lounge around cook fires smoking pipes, playing cards (mostly flume), tradings insults, and holding literal pissing contests. Their leader is Serjeant Tan Jerkins, who is looking to raise some fast cash to pay off debts to arms merchants in [[TULITH]] (Hex [[1415]]). The platoon is well-armed with crossbows, spears, javelins, war sporks, spiked clubs, and scimitars. The Flying Monkeys are extremely sociable and friendly if approached, but can turn into a snarly mass of fury if provoked. They will not undertake any mission involving Hex [[1212]]. ",http://rendedpress.blogspot.com,,"Warbands, Flying Monkeys"
12,22,,1222,Forest,,,,,,,
12,23,,1223,Mountains,,,,,,,
13,01,,1301,Open Countryside,,,Gus L.,"A knight of St. Cindilla lays dead here, back against a wind twisted tree his white harness covered in curdled blood.  HIs war ram, 12' of despondent horned ovine pugnaciousness, stands guard.  In the dead knights hand is a map to the lair of  Filthsqualor ([[0804]]) the Unheathful, a quest he will never complete.",http://dungeonofsigns.blogspot.com/,,Weshor
13,02,,1302,Swamp,,,,,,,
13,03,,1303,Open Countryside,,,Ramanan S,"A group of men and women (5) are camped on the plains. They are very aggressive, seeking people they can sacrifice to their ancient pagan gods. When first encountered they will be loudly praying.",,,
13,04,,1304,Forest,,,Vance A.,"Anyone crossing through the forest hex will spy white-furred humanoids out of the corner of their eye.  It is yeti breeding season, with the brutes descending from the three surrounding mountain ranges to find appropriate mates. Anyone disturbing a yeti will be pugnaciously attacked. Anyone disturbing a pair in flagrante delicto, doubly so...",http://leicestersramble.blogspot.com/,,
13,05,,1305,Open Countryside,,,Nick Alexander,"A barbarian princess boils the head of her dead husband, terrified to discover if she was right to slay him for indulging in a weak city woman. The brains will form a speak with dead broth. His love was trite.",http://daayansongstranslated.blogspot.co.uk/,,"Trouble between tribes, romance"
13,06,,1306,Hills / Badlands,,,Nick Alexander,"Tribal scouts of the Iron Rain hunts for signs of their chieftain's eldest daughter (who has run away).  A war is brewing between them and their rivals, the Hag Kings, since their eldest children were to marry but have instead, been consumed by dishonour ([[1304/1305]]). The Hag Kings, are about to open their barrows and let loose contagious Draugr.",http://daayansongstranslated.blogspot.co.uk/,,"Trouble between tribes, politics"
13,07,,1307,Mountains,,,,,,,
13,08,,1308,Desert,,,,,,,
13,09,,1309,Desert,DONAT'S TEMPLE,,Gus L. ,"[[Donat's Temple]] is a tall spire of rock seemingly shaped enitirely by the elements and watered with deep cisterns of midnight black water.  Its preisthood is made up of horomancers, time sorcerers, as Donat is the diety of the 13th hour, the brighter noon, and the darker midnight.  Donat is a demanding deity, knowing that all other dieties are false because they will eventually fade, while he alone is timeless and always present in every moment simulataneously. ",http://dungeonofsigns.blogspot.com/,,
13,10,,1310,Hills / Badlands / Desert,,,,,,,
13,11,,1311,Mountains,,,Gus L,"9 knights of St. Cindilla out of [[Weshor]] ride thier hulking, armored, war rams through these torturous mountians.  They are on a quest of spiritual errantry, seeking other dieties to worship briefly and perform tasks on behalf of so that thier followers will know of St. Cindilla's perfect magnaminity.  They are also violent youthful hotheads and will challenge any mounted and armed traveller they meet to a joust or duel, they are well trained and won't fight fair - but aren't ready to kill anyone intentionally.",http://dungeonofsigns.blogspot.com/,,"Warbands, Sheep, Weshor"
13,12,,1312,Forest,Sigil Prison,,Jason Knepper,"A sigil formed by the position of ancient white trees is found in the center of this dense forest. The sigil serves as a ward of imprisonment for an ancient witch, entombed in the earth below the center of the sigil. In her tomb she has used great magics to dig and search for an escape, forming a great labyrinth beneath the forest. She is imprisoned still. Only the destruction of the sigil will grant her escape. None from the nearby settlements will fell a single tree in this wood for fear of releasing her and they prevent all others from doing the same. Any humanoid that rests here is haunted by strange fever dreams of clawing, digging, and suffocating beneath the earth. They feel compelled upon waking to explore and perhaps to dig. ",,,"Witch, dungeon, nightmares"
13,13,,1313,Mountain,,,,,,,
13,14,,1314,Open Countryside,,,Gus L,"There is nothing here, and the wind whispers it in the ears of travellers as they pass through this great expanse of grass and yellow flowered broom.",http://dungeonofsigns.blogspot.com/,,
13,15,,1315,Open Countryside,,,,,,,
13,16,,1316,Farmland,,,Matthew Schmeer,"64 cows walk unceasingly in a circle, Should a cow die (naturally or by the sword), another cow wanders in from the northeast and assumes its place, the dead being pummeled into the earth. The ground beneath their hooves is trampled to bloody, pulpy mud. In the middle of the circle, a strange rune has been burned into the earth.",http://rendedpress.blogspot.com,,"Baleful Sign, Circle of Cows"
13,17,,1317,Open Countryside,,,,,,,
13,18,,1318,Open Countryside,,,Gus L. ,"19 very devoted lay brothers of the 'reformed' Church of St. Cindilla, led by 'Exalted' Inquistor Remedius Fear Only Hell's Fires have set up an ambush on the North side of the bridge across the Dienstal Branch.  They are currently refortifying a long abandoned (and throughly haunted) tower some distance East with more of thier band, but currently guard the bridge and waylay travellers from ambush to force a toll of 10GP each out of them, and 'certifiy purity'.  The cultists are obsessed with lychnthropy, but have no reliable method of detecting its taint. They are suspicious of hair eyebrows, silver weapons (how else do werewolves fight eachother), druids, elves, anyone wearing red and bearded men.",http://dungeonofsigns.blogspot.com/,,cult warband
13,19,,1319,Open Countryside,BRIDGE ,,,,,,
13,20,,1320,Open Countryside,,,Vance A.,"An itinerant butcher and his abattoir-wagon are travelling and seeking certain circles of cows.  He will cull one, dragging its corpse from the ring, for the meat is held sacred by certain fey, and the butcher recieves good pay in their majicked silver in exchange for the beef.",http://leicestersramble.blogspot.com/,,
13,21,,1321,Open Countryside,,,,,,,
13,22,,1322,Open Countryside,,,,,,,
13,23,,1323,Open Countryside,,,,,,,
14,01,,1401,Swamp,,,Gus L. ,"Hot and fertile these swamps are a balnket of green duckweed and large lotus in many colors.  Unlike the fishers across the river ([[1502]]) these swamp folk are devote followers of St. Cindilla and pay 60% of thier catch to the bishop at [[Weshor]].  There children are skinny, there nets filled with holes and thier boats unpainted.",http://dungeonofsigns.blogspot.com/,,Weshor
14,02,,1402,Open Countryside,,,Ramanan S,"A hallowed plot of land, roughly 50', stands out amongst the wilderness. Those of Lawful or Neutral alignment who enter the small patch feel a deep sense of tranquility crossed with the strange urge to stamp out the forces of chaos wherever they may be. Chaotic characters that enter the grove will collapse to the ground in agonizing pain (taking 1 damage per round they remain in the patch) and will be filled with a deep sense of melencoly and foreboding.",,,
14,03,,1403,Open Countryside,,,Gus L. ,"Dull countryside, once under cultivation, but now overgrown with brambles and weeds.  Crumbled cottages and a few root sellers are haunted by madmen and cannibals.",http://dungeonofsigns.blogspot.com/,,
14,04,,1404,Forest,Corpse Tree,,Nick Alexander,"Crows circle a tree hung with bodies (Hag King Warriors),  dangling by their ankles. One,  a young woman,  lives yet.  She claims to be from civilised lands. Her  husband was slain by a she devil.  Ghouls claw at the bark.  ",http://daayansongstranslated.blogspot.co.uk/,,"Trouble between clans, undead"
14,05,,1405,Open Countryside / Hills / Badlands,,,Vance A.,"Numerous termite hills, up to 20 feet tall, line the juncture between the plains and badlands. The termites are hyper-intelligent, but communication with these miniscule geniuses is nigh-impossible.  The termite hills are heated by nuclear piles excavated and coalesced by the various colonies.  While the termites are immune to the effects of radiation, anyone tarrying for three days or more in the presence of the hills will begin to show the effects of radiation poisoning.   ",http://leicestersramble.blogspot.com/,,
14,06,,1406,Hills / Badlands,,,Gus L. ,"Broken lands, where swirling dust shurns constantly above rocks formed into outlandish spirals of black and red",http://dungeonofsigns.blogspot.com/,,
14,07,,1407,Hills / Badlands / Desert,,,Gus L.,"A group of survivors from the battlefield to the Northwest, 23 warriors with large hide shields and bone scale armor are led by a wounded man in a bone mask.  They refuse to explain thier reasons for being here, thier goals or the nature of thier enemies, but know some about the desert to the South and ask anyone they meet if they have seen the 'Red Hands"" who they describe as men in bronze and iron armor with absurd crests.",http://dungeonofsigns.blogspot.com/,,Warbands
14,08,,1408,Desert,,,Matthew Schmeer,"A muscular, sinewy man is staked to the ground spreadeagle with heavy rope. His head and beard have been recently shaved and his chest branded with the shape of a large hand; it oozes blood and pus. Ants and scorpions team over his body, and the headless body of a rattlesnake lies near his head. He refuses to talk about his predicament and will attack anyone who cuts him loose, attempting to bite their ears off.",http://rendedpress.blogspot.com,,Warbands
14,09,,1409,Desert,OASIS,,Matthew Schmeer,A flock of harpies feast on a camel. One of them wears a silver band around one talon. It will not attack anyone wearing a matching band.,http://rendedpress.blogspot.com,,Harpies
14,10,,1410,Desert + Hills / Badlands,,,,,,,
14,11,,1411,Hills / Badlands,,,,,,,
14,12,,1412,Hills / Badlands,,,,,,,
14,13,,1413,Forest,,,,,,,
14,14,,1414,Farmland,,,,,,,
14,15,,1415,Town / Farmland,TULITH / CROSSROADS,,Matthew Schmeer,"[[TULITH]] boasts a large open market where anything can and will be sold, as the town enjoys the distinction of being the only town in the kingdom where taxes and tariffs are illegal so that commerce may freely flow. Given that many of the goods and services for sale here are banned elsewhere in the kingdom, the town guard's vigorous and disciplined forces are well-renowned. The town guard is empowered to arrest, convict, sentence, and execute criminals for all minor and major infractions, from disturbing the peace to murder; thus, the town enjoys one of the lowest crime rates of the settled lands.

The Merchant's Guild has recently learned that several members of the town guard are extorting numerous guild members.",http://rendedpress.blogspot.com,,
14,16,,1416,Open Countryside,,,,,,,
14,17,,1417,Forest,,,Gus L. ,"A tumbled tower stands on a rocky crag between the river and the edge of these forbidding grey woods.  It is home to 8 fanatical cultists of the 'reformed' church of St. Cindilla, who are currently fixated on hunting werewolves.  They wish to rebuild this tower into a 'Bastion of Faith!' and use it as a strongpoint from which to harass and kidnap travellers.  The guilds and guard of [[Tulith]] are not yet aware of thier buffonish fanaticism but if they were would likely pay well for their extermination, as well as that of thier companions in ([[1318]]).  The tower itself is haunted by the ghosts of a robber knight and his fourteen brave companions who died defending it from the men of [[Aeravir Castle]] in the distant past.  They now take the form of giant glossy crows that nest in the towers crumbling battlements.  They can talk, but mostly request human eyeballs to devour.",http://dungeonofsigns.blogspot.com/,,cult warband
14,18,,1418,Open Countryside,,,,,,,
14,19,,1419,Forest,,,,,,,
14,20,,1420,Open Countryside,,,,,,,
14,21,,1421,Swamp,,,Gus L.,"With the face of a solem child and wrapped in a burial shroud this spindly insectile devil poles the waters of the swamp at night in a jaunty red painted raft with paper lanterns hung on its sides. The Devil will rescue those trapped by the swamps grasping quicksand and trecherous waterways without payment as he was bound to do so by an ancient saint.  He will still try to trade souls for things beyond rescue (implying recuse is also a condition of the trade) such as food, clean dry clothes.  The only magical boon the devil can grant is luck at games of chance (an 80% chance to win any game of chance) which he will also exchange for a mortal soul.",http://dungeonofsigns.blogspot.com/,,Devils
14,22,,1422,Swamp,GOD BEAST,,Luka R,"Half sunk in the snakefish infested waters, blocked by half-mobile willow walkers, wallows a pumice palace, trellised by fleshy vines that pulse and blink viciously. Here and there a _giant snapping lilly_ or a _stinging juice sucker vine_ lie in wait for the careless wanderer. Beyond these vegetable villains, in the heart of the pumice palace, gargantuan gabro blocks make a cairn for the quivering, regenerating flesh of the god beast. Pierced by great lances of vitrified radiance, a portal of glass is built where its heart should be. There, a statue of flesh writhes and wriggles in it's radiant jar.

Placing the flesh statue on its stand in the [[TRIPORTAL]] at ([[204]]) opens a yawning teleportation portal to this spot. Using the portal has a 30% chance of casting enlarge on the user and a 50% chance of casting confusion. Holding a piece of raw meat in the mouth protects against this effect.

The vitrified radiance can be valuable for crafting weapons that pierce even godly flesh, however, removing too many may release the god beast. Also, both the local fibrous parasites and floating angel wisps may make such activity difficult.",http://wizardthieffighter.blogspot.ch/,,Lithic Remains
14,23,,1423,Swamp,,,,,,,
15,01,,1501,Town / Farm,WESHOR,,Evan Webber,"[[WESHOR]] is the raindrenched, sooty home of kvass-swilling astrologers and furtraders. Second conquest of the Good Knights of the Temple of St. Cindilla, seven generations past. Here their Prince-Bishop rules without challenge.",,,
15,02,,1502,Swamp,,,Gus L. ,"Fisherfolk and religious exiles from [[Weshor]] dwell here, living thier lives on flatbottomed boats.  The frequently catch large silvery carp and a variety of urchins (including the deadly poisonous ghost urchin) among the carpets of vibrantly green duckweed, bright lotuses and towering reed beds.",http://dungeonofsigns.blogspot.com/,,
15,03,,1503,Forest,,,Gus L.,"6 Ressurectionists camp here, storing thier wares in a set of old stone cisterns at the center of this small forest.  They are dirty uncouth men, but have the secret friendship of the Bishop of [[Weshor]] who relies on them to supply saints bones and prophet's bead hairs to his relic greedy flock.  They are very uncomfortable around visitors, but try to put on a friendly face and will share thier trade secrets with anyone who promises not to reveal thier camp location.",http://dungeonofsigns.blogspot.com/,,Weshor Warbands
15,04,,1504,Forest,,,Gus L.,"18 Exhausted warriors fleeing the battlefield to the Southeast rest here under the trees at the forest edge.  They wear iron and bronze armor and thier helmets are decorated with tall hand shaped crests, some dipped in blood.  Thier leader, a giant of a woman with a broken nose says prayers over a grave containing 54 hand crested helmets.  The band will not explain itself, and becomes threatening is pressed.  They claim to seek the 'Secret of Steel' and are looking for a group of bone wearing desert dwellers they describe as ""The Gristlemen"" who they claim have stolen it. ",http://dungeonofsigns.blogspot.com/,,Warbands
15,05,,1505,Mountains,,,,,,,
15,06,,1506,Mountains,,,Jensan,"Qarraq the Tamarin, small monkey who keeps an eye on the Vultures of Roc (hex 1908). Secret caretaker of the antidote that may cure the Egg of Rot, should the mighty Roc return. Communicates through sign language, understands common. Carries a small bo staff",http://acornafloat.blogspot.com,,Monkey
15,07,,1507,Desert,,,,,,,
15,08,,1508,Desert,,,,,,,
15,09,,1509,Desert,,,,,,,
15,10,,1510,Desert,,,Kitchen Wolf,"Tarantula stampede!  In the middle of the night, a seemingly endless wave of tightly packed enormous hairy spiders crawls over everything in their path like nightmarish multilegged lemmings with fangs.  They will not cross flames or pooled liquids, but climb over pretty much anything else.  Needless to say, this tends to sow panic amongst hirelings and pack animals, who will attempt to scatter into the surrounding desert.  After 15 minutes, the spiders are gone, leaving nothing but a genuinely enormous number of itty bitty footprints.",http://theverticaljungle.blogspot.com/,,"Spiders, Real World Weirdness"
15,11,,1511,Hills / Badlands,,,,,,,
15,12,,1512,Hills / Badlands,,,,,,,
15,13,,1513,Open Countryside,,,Vance A,"A number of Carnivorous Antelope corpses are visible, rended apart by a mighty predator. A few large feathers and huge clawed footprints are visible in the grasses.",http://leicestersramble.blogspot.com/,,hybrids
15,14,,1514,Open Countryside,,,,,,,
15,15,,1515,Farmland,,,,,,,
15,16,,1516,Open Countryside,,,Charlie Mason,"Marcos Drury lives here on a Mulberry farm.  He is famous around the region as the Muffin Man. He travels far and wide selling his Mulberry muffins to all. But he escpecially likes to give muffins away to children.  Recently Mr. Drury has come under the influence of an ancient evil force of Chaos and now makes his muffins with a special ingredient.  The ingredient causes children who eat the muffin to transform into hideous, murderous monsters. There is no known cure.  ",http://whiteboxgame.blogspot.com/,,Muffins and Murder
15,17,,1517,Forest,,,Vance A.,"A herd of spider-pigs root in the undergrowth and browse in the canopy above.  Their pig-herders, wearing the traditional lederhosen and climbing tack of their profession, keep watch on their charges.  They will not sell a pig, as they are reserved for roasting at a harvest festival at [[Lullwyn]]",http://leicestersramble.blogspot.com/,,Hybrids
15,18,,1518,Forest,,,,,,,
15,19,,1519,Forest,,,,,,,
15,20,,1520,Forest,,,,,,,
15,21,,1521,Forest,,,,,,,
15,22,,1522,Swamp,,,Vance A.,"A flight of 15 Flying Monkeys harry an enraged Slothapotamus.  They are slowly wearing down the giant beast, although one or two of their number has been downed by its fearsome claws.  They hope to slay it for meat and to make trophes of its incisors and canines.  ",http://leicestersramble.blogspot.com/,,"Flying Monkeys, Hybrids"
15,23,,1523,Swamp,,,,,,,
16,01,,1601,Farmland,,,Gus L. ,"The dour and penetient followers of St. Cindilla farms this land from neat villages of whitewashed brick.  Each village supports a knight of St. Cindilla and his huge war ram, which leaves little besides gruel and prayer for the devote toilers.",http://dungeonofsigns.blogspot.com/,,Weshor
16,02,,1602,Open Countryside,,,Gus L. ,"Dull grasslands, where dry grasses cling to life and long, lean hares gaze at anything larger then them with open defiance.  The Northern edge is marked with small cairns, each flying a flag of St. Cindilla's scared ram.",http://dungeonofsigns.blogspot.com/,,
16,03,,1603,Mountains,Huge 'Ski Slope',,O Moody,"The southernmost mountain is unnaturally shaped. The southern side of it has been smoothed off into a curve. It is almost vertical at the top, but falls away to merge with the flat valley floor below. A light covering of grass, moss, or lichen covers the continuation of the stone road hidden in [[1604]]",,,wizards
16,04,,1604,Forest,,,Jeff Faller,"A ""natural"" corridor runs through an ancient forest here... Used for ages by men and dwarves traveling from north to south through this sacred elven forest, this road seems anything but natural. If one were to dig just a handspan down into the rich earth they would find ancient red pavers. Huge stones roughly 3' x 3' x 3' with images of flying animals of all types carved into their surfaces. How far do these go? Who laid these cyclopean stones? No one knows, for they are ancient and the architects long dead. Magic suffuses them still though, if looked for, but it is a strange and narrowly focused enchantment. Any creature that flies no higher than 15' above this surface will be able to move 3x their normal speed w/ no ill effects. This potent magic ends at each end of the corridor through the trees.",http://redboxdenver.blogspot.com/,,
16,05,,1605,Mountains,"Huge 'Ski Slope', flying wizard tower",,O Moody,"The northernmost mountain in this range has been treated similarly to the feature in [[1603]]. However, above the massive 'ski slope' like formation, hanging directly in line with the hidden red pavers, is a modest 4 story wizard's tower. It was/is the home of Artosaari the Radical (and probably contains sick skater wizard loot). The tower is enchanted; not only is it unreachable from the ground, but also to anyone not going sufficiently quickly. A person would have to build momentum on the valley-sized 'fligher's skate ramp', whizzing back and forth along it and going higher/faster each time, to be able to build enough speed to enter the tower.  Artosaari the Radical is not at home.",,,wizards
16,06,,1606,Mountains / Desert,,,,,,,
16,07,,1607,Desert,OASIS,,Jeff Faller,"A long ago war has despoiled this once beautiful location. Two kingdoms in strife, warring over a riparian corridor through the desolation, met in a desperate struggle in this spot. But for the odd remnants of ""trees"" (long destroyed siege craft) on the outskirts of the northern edge of the oasis, all seems as it should, during the day. The water crystal cool, the shadow providing trees swaying in a gentle breeze, etc. But at night this is quite a different story. The restless dead rise again from their sandy graves. Water, once life sustaining, turns turgid, crimson and poisonous. A battle has raged every night with the living adding to the forces of chaos over the long years... This cursed place is studiously avoided by the aboriginal tribes, visited only during the light of day, staying well clear when the sun falls below the horizon.",http://redboxdenver.blogspot.com/,,
16,08,,1608,Desert,,,,,,,
16,09,,1609,Desert,OASIS,,Matthew Schmeer,"Around a fresh water spring is a lush oasis with numerous date, fig, apricot, and palm trees, and soft grazing grasses. Dozens of housecats gaze into the depths of a pool of crystal clear water, watching fish swim in a lazy circle. A brass doorknob protudes from the base of one of the palm trees. If the party waits long enough, a barely noticable door in the palm tree will open and a housecat will saunter out and join its brethren. See also Hex [[1921]].",http://rendedpress.blogspot.com,,Cat
16,10,,1610,Hills / Badlands,,,,,,,
16,11,,1611,Mountains,,,Gus L.,"Lone and forbidding, the ancients called this mountian the ""Maker of Men"" and the children of ancient tribes claimed warrior status by climbing its razor edged cliffs and bringing back a single timeless bloom from the thorny black brambles that grace its top (such blooms will appear 1 per climber and allow a deathblow to be avoided at the cost of 1 level of experience). The climb is long, arduous and deadly, and in addition to the magical briars the mountian top is also the current home of the abbott of Donat, absent from [[Donat's Temple]] a time sorcerer of great power.  He hides here as his friendly demeanor makes it difficult for him to deny a reasonable request.",http://dungeonofsigns.blogspot.com/,,Donat's Temple
16,12,,1612,Hills / Badlands,,,,,,,
16,13,,1613,Open Countryside,,,Vance A.,"A crushed palanquin lies here, miles from any road.  Its silk curtains are rended and bloody.  A few large feathers are strewn about.  Tucked between the shreaded cushions is a holy symbol to a minor god of lost things and a will granting legitimacy to the bastard child of a foreign duke.  There is little other information regarding the passenger(s).",http://leicestersramble.blogspot.com/,,
16,14,,1614,Open Countryside,,,Vance A.,"A wandering tinker plies his way down the road, his overloaded cart rocking and swaying.  There is a 25% chance that has any piece of mundane adventuring gear available for sale at 2x list price.  He will also repair damaged equipment and light armor for a few silvers or for trade (negotiable).  There is a 30% chance that he has useful information regarding any hex adjoining a roadway.",http://leicestersramble.blogspot.com/,,npc
16,15,,1615,Open Countryside,,,,,,,
16,16,,1616,Open Countryside,,,Gus L.,"Meadowland with more then its fair share of voles, moles, and gophers. Inexplicably these meadows are also overrun with feral housecats.  If anyone sleeps here, ignoring the pungent scent of feline territorial claims, the ""Prince of Cats"" will appear in thier dreams, asking them to free his 'people' from the curse of the [[Baleful Sign]], and the lure of the  hypnotic oasis ([[1609]]).",http://dungeonofsigns.blogspot.com/,,Cats
16,17,,1617,Swamp,,,Vance A.,"Several springs feed the swamp and, in turn, the Dienstal Branch tributary to the Greater Nesser River.  A pair of naiads guard the springs from corruption.  They are quite gregarious, and seek tales and gossip from the surrounding area.  Any party coming upon the pair must save from charm or be stuck there telling stories for five days.  A successful save means that the party will only tarry for eight hours at the spring..  ",http://leicestersramble.blogspot.com/,,
16,18,,1618,Forest / Open Countryside,,,,,,,
16,19,,1619,Open Countryside,,,,,,,
16,20,,1620,Open Countryside,,,,,,,
16,21,,1621,Forest,,,,,,,
16,22,,1622,Swamp,,,,,,,
16,23,,1623,Swamp,,,,,,,
17,01,,1701,Hills / Badlands,,,Gus L.,"The Sytlites of St. Cindilla gather here, dragging marble pillars from the [[Runis of Jakor's Keep]], and floating them on rough barges to erect among the cold broken scree here.  The devout of [[Weshor]] bury any stylite who falls with grave ceremony and bring the holy men food as they sit atop their broken pillars contemplating the divine. ",http://dungeonofsigns.blogspot.com/,,Weshor
17,02,,1702,Hills / Badlands,,,Gus L.,"A Pardoner of St. Cindilla meets with a gang of ressurectionists ([[1503]]) at the foot of a broken stone pier, among desolate fallen slabs of brown and grey rock. On nights of the new moon the Pardoner trades the Bishop of [[Weshor]]'s bright gold for the grubby shattered bones of holy Stylites ([[1701]])",http://dungeonofsigns.blogspot.com/,,Weshor
17,03,,1703,Mountains,,,Gus L.,"Leaping from precarious rock to tettering crag is a magnificent bighorn sheep, its white coat covered in black star shaped patches.  This creature is the immortal embodiment of ovine perfection.  It will stare at travellers, seemingly daring them to catch it on the rocky slopes and sheer cliffs of the mountains.  Those that try will fail, as the sheep's path is incredibly dangerous, full of crumbling rocks, hidden chasms and loose scree.  Any who manage to follow the sheep for more then a few minutes will be granted its boon (a permenant bonus to agility, the ability to speak to sheep or impressive curling rams horns).  The sheep will dodge any missile attacks directed at it and punish those who seek to harm it with crippling joint pain, clusminess or sheep-like stupidity.   ",http://dungeonofsigns.blogspot.com/,,Sheep
17,04,,1704,Open Countryside,,,,,,,
17,05,,1705,Mountains,,,,,,,
17,06,,1706,Mountains,,,,,,,
17,07,,1707,Desert,,,Jason Knepper,"Bedouin nomads seek an arbiter for a tribal dispute. One tribe accuses another of theft of livestock. Once embroiled, both tribes ambush the party and try to eat them. ",,,Cannibal bedouins
17,08,,1708,Desert,,,Gus L.,"A devil in red laquer armor with the face of a dead maggot gnawed dog has been banished here to eke out the few souls he can.  He's a murderous combatant, and  resort to violence, forgeting his mission to gather souls via legitimate contracts and bargin for exchange if made angry.  He fights with small barbed darts and a flail made of posionous snakes.  The devil has little to offer in exchange for souls beyond directions of guidance to the desert's oasis.",http://dungeonofsigns.blogspot.com/,,Devils
17,09,,1709,Hills / Badlands,,,Gus L.,"These jagged dry hills contain numerous dusty cairns of stone.  One cairn, topped with a stone that looks vaguely like a rearing boar, contains a series of stone tombs.  Trapped within the penultimate tomb is the last King of [[Drogat Castle]], his ancient body caught in an eddy of time that only  a skilled horomancer with the blessing of Donat ([[1309]]) could reverse.  His head still bears the pink 'swine' jeweled crown of [[Drogat Castle]] and allows the bearer to command manitcores. He is frozen in time prepetually reaching for the door to the tomb of an ancient patriarch of Donat (the door remains trapped with a similar temporal spell).  The tomb contians a feel guardian and a miraculous hourglass that allows the manipulation of time at the cost of life. If freed the Kign will be greatly disturbed by the Steward of [[Drogat Castle]]'s greed, but will remain a gentleman at all times.  ",http://dungeonofsigns.blogspot.com/,,Drogat Castle
17,10,,1710,Desert,,,John T.,"The robot. Basic explorer droid repairing fusion powered hot air ballon. ""Artie"" came under fire, shortly after recording Ruins of Pelgar [[2009]], by unknown source(s) [[1809]]. In desperate need of textiles to complete job and resume mission. More than willing to trade information for materials, also not adverse to using humanoid leather.",Google+TheJohnnyNormal,,Technology
17,11,,1711,Hills / Badlands,,,Gus L.,"Low rolling hills, covered in a rich crop of lichens and short bright grasses.  The hills are pocked with small caves (most filled with carnivorous slugs) and holes, easy for a traveller to fall into. Exploration of this land will reveal that the hills are artificial, the product of a vanished Hole Person colony, long lost to cannibalism, infighting and stravation after an ancient slug blight destroyed it food sources.  The mad spirits of the Hole People may remain, thier muffled howls rising at night from deep beneath the surface.",http://dungeonofsigns.blogspot.com/,,Hole People
17,12,,1712,Mountains,,,,,,,
17,13,,1713,Hills / Badlands,,,Vance A.,"The hills are filled with the barrows of nomads driven from the region a generation ago.  The barrows are generally well picked-over, but a few unmolested ones may be found, with modest grave goods and feisty undead. ",http://leicestersramble.blogspot.com/,,Undead
17,14,,1714,Open Countryside,,,,,,,
17,15,,1715,Hills / Badlands,BALANCING ROCK,,Vance A.,"The so-called 'Balancing Rock' is comprised of black, meteoric iron.  The hulking chunk of iron was transported and set at this location in time immemorial.  Some say it originally landed in the [[Samain Marshes]], others claim it crashed into the peaks above the [[ruins of Pelgar]].  Regardless, the reason for its precarious position is a mystery.  It is tended by three mute priestesses who hum tunelessly.",http://leicestersramble.blogspot.com/,,
17,16,,1716,Forest,,,,,,,
17,17,,1717,Forest,,,Gus L.,"These dry oak and bay forests are rife with with blackberry brambles.  The only evidence of human presence is the ocassional yellowed skull, set in the crotch of a tree.  The spirits are spiteful here and the forest is home to several murderous hermits who stalk lone travellers at thier direction.",http://dungeonofsigns.blogspot.com/,,
17,18,,1718,Open Countryside,,,Gus L.,"Grasses spotted with lilac and sage, jackrabbits and quail are abundant here",http://dungeonofsigns.blogspot.com/,,
17,19,,1719,Hills / Badlands,,,Vance A.,"Brother Donal Seld rails and sobs over his lamed riding-jackalope.  The mount broke its leg as the wold-cleric attempted to shortcut through the rough lands in a desperate attempt to undo the sleeping curse of [[Aeravir Castle]]. Among the relics in his bulging saddlebags is the 'Sleeping Princess,' a mummified alien child he hopes wil be the key to lifting the curse and allowing the few survivors their rest...",http://leicestersramble.blogspot.com/,,Aeravir Castle hybrids
